institution_name,basic,grad_rate,student_count,spending_per_award,full_time_pct,full_time_count,med_sat_value,aid_value,endow_value,grad_on_time_pct,pell_value,fresh_retain_value,full_time_fac_pct,EndowXSpend,PellXSat,RetainXSat,AidXSat,AidXEndow,id
Massachusetts College of Art and Design,Schools of art- music- and design,0.202,2120,93571,0.791,1785,1081,7675,7580,0.48,0.257,0.844,0.291,709268180,277.817,912.3639999999999,8296675,58176500,205
University of Arkansas at Fort Smith,Baccalaureate/Associates Colleges,0.171,7170,49785,0.714,6103,1028,6161,11489,0.09,0.505,0.622,0.543,571979865,519.14,639.416,6333508,70783729,26
New Mexico Institute of Mining and Technology,Masters Colleges and Universities--medium programs,0.154,1604,90507,0.884,1439,1200,6834,16052,0.18,0.295,0.766,0.618,1452818364,354,919.2,8200800,109699368,289
Framingham State College,Masters Colleges and Universities--larger programs,0.177,4584,54742,0.847,4331,1040,4262,4663,0.33,0.283,0.731,0.572,255261946,294.32,760.24,4432480,19873706,202
University of Maryland-Baltimore County,Research Universities--high research activity,0.226,11136,60634,0.854,9738,1209,7762,6274,0.36,0.27,0.873,0.686,380417716,326.43,1055.457,9384258,48698788,194
University of Mary Washington,Masters Colleges and Universities--larger programs,0.241,4383,46652,0.877,4184,1110,5588,9026,0.65,0.154,0.8,0.635,421080952,170.94,888,6202680,50437288,520
Southern Oregon University,Masters Colleges and Universities--larger programs,0.174,5500,44371,0.66,4181,1020,5522,5298,0.18,0.385,0.669,0.659,235077558,392.7,682.38,5632440,29255556,405
Shepherd University,Masters Colleges and Universities--smaller programs,0.181,3990,51233,0.824,3615,1007,11550,6213,0.17,0.329,0.684,0.449,318310629,331.303,688.788,11630850,71760150,550
Northwestern Michigan College,Associates--Public Rural-serving Medium,0.238,4724,46516,0.413,3276,1012,3971,3126,0,0.413,1,0.318,145409016,417.95599999999996,1012,4018652,12413346,222
Delta State University,Masters Colleges and Universities--larger programs,0.219,2638,58848,0.821,2276,950,5689,6083,0.16,0.493,0.661,0.638,357972384,468.34999999999997,627.95,5404550,34606187,238
Virginia Commonwealth University,Research Universities--very high research activity,0.211,23356,74103,0.845,21713,1102,7328,19817,0.29,0.286,0.866,0.699,1468499151,315.17199999999997,954.332,8075456,145218976,526
Francis Marion University,Masters Colleges and Universities--smaller programs,0.165,3714,77892,0.893,3398,938,10809,6684,0.16,0.56,0.668,0.764,520630128,525.2800000000001,626.5840000000001,10138842,72247356,450
Salisbury University,Masters Colleges and Universities--larger programs,0.228,8004,41275,0.921,7923,1145,4660,5455,0.46,0.221,0.805,0.619,225155125,253.04500000000002,921.725,5335700,25420300,197
California State University-East Bay,Masters Colleges and Universities--larger programs,0.258,12146,47531,0.868,11053,910,9038,825,0.1,0.443,0.775,0.416,39213075,403.13,705.25,8224580,7456350,36
Northern Michigan University,Masters Colleges and Universities--medium programs,0.197,8221,55067,0.894,7912,1030,6086,1682,0.2,0.385,0.722,0.686,92622694,396.55,743.66,6268580,10236652,221
State University of New York College at Potsdam,Masters Colleges and Universities--larger programs,0.182,3707,84165,0.97,3963,1012,6021,4926,0.29,0.437,0.743,0.711,414596790,442.24399999999997,751.9159999999999,6093252,29659446,324
Johnson State College,Masters Colleges and Universities--smaller programs,0.269,1486,66868,0.643,1215,948,5565,3808,0.16,0.496,0.619,0.226,254633344,470.20799999999997,586.812,5275620,21191520,512
Coastal Carolina University,Masters Colleges and Universities--smaller programs,0.172,8867,76948,0.906,8432,993,7584,2881,0.26,0.377,0.626,0.69,221687188,374.361,621.618,7530912,21849504,454
University of Missouri at Kansas City,Research Universities--high research activity,0.208,10227,81361,0.666,8292,1012,6162,16139,0.2,0.321,0.733,0.62,1313085179,324.85200000000003,741.7959999999999,6235944,99448518,249
Iowa State University,Research Universities--very high research activity,0.201,27659,80398,0.946,25405,1145,6550,20907,0.37,0.226,0.871,0.845,1680880986,258.77,997.295,7499750,136940850,153
Indiana University at South Bend,Masters Colleges and Universities--medium programs,0.157,7512,56068,0.53,5191,962,5750,1979,0.05,0.337,0.635,0.56,110958572,324.194,610.87,5531500,11379250,146
Illinois State University,Doctoral/Research Universities,0.253,17749,64878,0.94,17086,1110,3918,4015,0.46,0.256,0.816,0.712,260485170,284.16,905.76,4348980,15730770,133
Eastern Connecticut State University,Masters Colleges and Universities--smaller programs,0.231,5179,71838,0.849,4862,1017,5238,2472,0.32,0.264,0.781,0.413,177583536,268.488,794.277,5327046,12948336,67
Midwestern State University,Masters Colleges and Universities--medium programs,0.234,5193,53469,0.744,4507,993,4996,3790,0.16,0.374,0.673,0.751,202647510,371.382,668.289,4961028,18934840,483
Columbus State University,Masters Colleges and Universities--larger programs,0.169,7013,56347,0.71,6037,984,5037,6514,0.12,0.456,0.665,0.588,367044358,448.704,654.36,4956408,32811018,109
University of Central Oklahoma,Masters Colleges and Universities--larger programs,0.194,15218,46525,0.72,12520,1030,5440,2077,0.09,0.35,0.651,0.524,96632425,360.5,670.53,5603200,11298880,388
State University of New York College at Oswego,Masters Colleges and Universities--larger programs,0.229,7328,58344,0.949,7100,1110,5565,2181,0.39,0.391,0.78,0.583,127248264,434.01,865.8000000000001,6177150,12137265,323
North Dakota State University,Research Universities--very high research activity,0.18,11948,60098,0.896,11236,1091,4754,28,0.25,0.225,0.78,0.981,1682744,245.475,850.98,5186614,133112,351
Pennsylvania State University-Greater Allegheny,Baccalaureate Colleges--Arts & Sciences,0.078,623,0,0.902,618,957,7155,11209,0.24,0.502,0.71,0.507,0,480.414,679.4699999999999,6847335,80200395,433
Metropolitan State College of Denver,Baccalaureate Colleges--Diverse Fields,0.17,22289,44603,0.592,16926,973,4290,73,0.05,0.385,0.658,0.378,3256019,374.605,640.234,4174170,313170,62
Pennsylvania State University-Brandywine,Baccalaureate Colleges--Diverse Fields,0.126,1492,0,0.84,1401,968,4691,7966,0.17,0.34,0.735,0.46,0,329.12,711.48,4540888,37368506,429
Montana State University at Bozeman,Research Universities--very high research activity,0.167,13174,68493,0.836,11903,1115,4601,8171,0.2,0.316,0.758,0.633,559656303,352.34000000000003,845.17,5130115,37594771,258
California State University at Northridge,Masters Colleges and Universities--larger programs,0.272,33771,42587,0.835,25175,918,9439,2387,0.13,0.485,0.782,0.46,101655169,445.22999999999996,717.876,8665002,22530893,39
College of Southern Nevada,Associates--Public 4-year Primarily Associates,0.112,34177,56984,0.26,18996,1012,2872,283,0,0.299,1,0.371,16126472,302.58799999999997,1012,2906464,812776,266
Rhode Island College,Masters Colleges and Universities--larger programs,0.189,7505,68125,0.746,6422,930,4712,2236,0.14,0.39,0.775,0.434,152327500,362.7,720.75,4382160,10536032,446
Bowling Green State University,Research Universities--high research activity,0.191,14477,61675,0.925,14455,1009,6379,9758,0.31,0.343,0.701,0.708,601824650,346.08700000000005,707.309,6436411,62246282,355
University of Colorado at Colorado Springs,Masters Colleges and Universities--larger programs,0.193,9220,54914,0.755,7506,1068,5176,3808,0.26,0.322,0.714,0.529,209112512,343.896,762.552,5527968,19710208,56
University of Texas at Brownsville,Masters Colleges and Universities--medium programs,0.221,11220,50930,0.518,8538,1012,4851,1755,0.08,0.575,0.457,0.675,89382150,581.9,462.48400000000004,4909212,8513505,486
Western Illinois University,Masters Colleges and Universities--larger programs,0.244,9873,68664,0.892,9526,970,7051,2988,0.29,0.428,0.634,0.903,205168032,415.15999999999997,614.98,6839470,21068388,139
Hunter College of the City University of New York,Masters Colleges and Universities--larger programs,0.203,16689,54842,0.704,13860,1160,6270,4005,0.21,0.41,0.867,0.369,219642210,475.59999999999997,1005.72,7273200,25111350,297
Miami Dade College,Associates--Public 4-year Primarily Associates,0.21,66298,23317,0.401,53787,1012,3956,3411,0,0.516,1,0.273,79534287,522.192,1012,4003472,13493916,89
Kent State University-Trumbull,Associates--Public 4-year Primarily Associates,0.055,3061,169362,0.303,1816,1012,4016,3808,0.06,0.61,0.548,0.496,644930496,617.3199999999999,554.576,4064192,15292928,364
Wayne State College,Masters Colleges and Universities--larger programs,0.188,2991,54301,0.914,2766,1012,4821,4753,0.24,0.397,0.619,0.618,258092653,401.764,626.428,4878852,22914213,265
University of Wisconsin at Whitewater,Masters Colleges and Universities--larger programs,0.194,10864,47340,0.91,10165,1030,4797,1554,0.27,0.296,0.769,0.781,73566360,304.88,792.07,4940910,7454538,555
University of Arkansas at Pine Bluff,Baccalaureate Colleges--Diverse Fields,0.145,2521,84603,0.912,2494,842,7549,681,0.05,0.699,0.562,0.811,57614643,588.558,473.20400000000006,6356258,5140869,19
University of North Carolina at Asheville,Baccalaureate Colleges--Arts & Sciences,0.209,3736,73746,0.838,3292,1190,6768,10246,0.37,0.319,0.803,0.796,755601516,379.61,955.57,8053920,69344928,336
Idaho State University,Research Universities--high research activity,0.183,11418,59914,0.614,8853,1012,5041,3835,0.11,0.475,0.685,0.717,229770190,480.7,693.22,5101492,19332235,128
State University of New York Maritime College,Baccalaureate Colleges--Diverse Fields,0.146,1601,109659,0.948,2004,1056,5774,2048,0.25,0.231,0.793,0.63,224581632,243.936,837.408,6097344,11825152,329
Georgia State University,Research Universities--very high research activity,0.201,24868,49608,0.74,21951,1060,5995,5272,0.21,0.509,0.823,0.736,261533376,539.54,872.38,6354700,31605640,117
University of Wisconsin-Stout,Masters Colleges and Universities--larger programs,0.21,8208,54440,0.831,7469,1030,4672,5158,0.2,0.296,0.733,0.698,280801520,304.88,754.99,4812160,24098176,561
Ohio University Lancaster Campus,Associates--Public 4-year Primarily Associates,0.052,2596,115119,0.471,1869,1012,4986,3808,0.07,0.377,0.601,0.175,438373152,381.524,608.212,5045832,18986688,379
University of Washington-Tacoma Campus,Masters Colleges and Universities--medium programs,0.341,3626,0,0.859,3326,963,13013,12538,0.29,0.464,0.777,0.701,0,446.83200000000005,748.251,12531519,163156994,572
University of Wisconsin at Oshkosh,Masters Colleges and Universities--larger programs,0.194,12622,53657,0.728,10065,1030,4938,1529,0.17,0.276,0.752,0.69,82041553,284.28000000000003,774.56,5086140,7550202,559
Western Connecticut State University,Masters Colleges and Universities--medium programs,0.184,5492,81823,0.8,5044,1012,10788,3808,0.21,0.284,0.743,0.347,311581984,287.40799999999996,751.9159999999999,10917456,41080704,69
University of Northern Iowa,Masters Colleges and Universities--larger programs,0.227,10380,59160,0.899,9694,1012,5304,7364,0.36,0.27,0.83,0.743,435654240,273.24,839.9599999999999,5367648,39058656,154
California Maritime Academy,Baccalaureate Colleges--Diverse Fields,0.147,1045,183782,0.965,1209,1080,9009,4413,0.42,0.376,0.821,0.663,811029966,406.08,886.68,9729720,39756717,48
Georgia College & State University,Masters Colleges and Universities--larger programs,0.208,5729,52917,0.919,5540,1126,6178,5101,0.38,0.218,0.846,0.765,269929617,245.468,952.596,6956428,31513978,115
Humboldt State University,Masters Colleges and Universities--medium programs,0.197,7767,77258,0.934,7081,1008,8748,3387,0.1,0.516,0.776,0.541,261672846,520.128,782.208,8817984,29629476,49
City University of New York Brooklyn College,Masters Colleges and Universities--larger programs,0.217,13596,63002,0.702,11157,1100,6313,5346,0.24,0.482,0.864,0.451,336808692,530.1999999999999,950.4,6944300,33749298,294
Louisiana State University at Shreveport,Masters Colleges and Universities--medium programs,0.178,3674,47041,0.571,2891,1030,6119,5688,0.14,0.3,0.662,0.717,267569208,309,681.86,6302570,34804872,171
University of California at Davis,Research Universities--very high research activity,0.266,26533,129507,0.973,25844,1192,15201,7855,0.51,0.43,0.929,0.815,1017277485,512.56,1107.3680000000002,18119592,119403855,41
City University of New York Bernard M. Baruch College,Masters Colleges and Universities--larger programs,0.225,14082,50360,0.738,12741,1225,6607,9000,0.39,0.45,0.876,0.462,453240000,551.25,1073.1,8093575,59463000,293
University of Akron,Research Universities--high research activity,0.176,20477,63412,0.775,18964,1016,5181,8639,0.15,0.415,0.664,0.465,547816268,421.64,674.624,5263896,44758659,354
Central Washington University,Masters Colleges and Universities--medium programs,0.24,10423,45996,0.863,10514,986,7806,1546,0.42,0.355,0.739,0.676,71109816,350.03,728.654,7696716,12068076,530
California State University at Long Beach,Masters Colleges and Universities--larger programs,0.261,30593,41585,0.844,25679,1012,8779,1788,0.14,0.473,0.888,0.503,74353980,478.676,898.6560000000001,8884348,15696852,37
Oglala Lakota College,Tribal Colleges,0.166,1517,120231,0.583,1005,1012,6698,37398,0.05,0.512,0.426,1,4496398938,518.144,431.11199999999997,6778376,250491804,461
Grand Valley State University,Masters Colleges and Universities--larger programs,0.217,21235,52585,0.88,19755,1090,5001,3933,0.33,0.363,0.816,0.659,206816805,395.67,889.4399999999999,5451090,19668933,215
Ohio University Eastern Campus,Associates--Public 4-year Primarily Associates,0.025,1091,276480,0.413,670,1012,3810,3808,0.06,0.273,0.612,0.279,1052835840,276.276,619.3439999999999,3855720,14508480,376
Northwest Indian College,Tribal Colleges,0.141,681,141135,0.755,548,1012,5653,3808,0,0.825,0.25,0.337,537442080,834.9,253,5720836,21526624,573
Citadel,Masters Colleges and Universities--larger programs,0.175,2735,79143,0.92,3105,1080,11244,58834,0.62,0.235,0.846,0.694,4656299262,253.79999999999998,913.68,12143520,661529496,448
Fayetteville State University,Masters Colleges and Universities--medium programs,0.199,5410,63725,0.734,4714,851,5406,3374,0.12,0.587,0.713,0.808,215008150,499.537,606.7629999999999,4600506,18239844,334
University of South Alabama,Research Universities--high research activity,0.173,11307,80461,0.775,10289,1064,6250,11350,0.14,0.374,0.679,0.686,913232350,397.936,722.456,6650000,70937500,11
City University of New York College of Staten Island,Masters Colleges and Universities--larger programs,0.176,13465,75038,0.727,11120,1000,6180,433,0.27,0.446,0.829,0.345,32491454,446,829,6180000,2675940,295
Purdue University at West Lafayette,Research Universities--very high research activity,0.234,30446,92605,0.941,30776,1211,8993,55060,0.41,0.206,0.906,0.851,5098831300,249.46599999999998,1097.166,10890523,495154580,567
San Jose State University,Masters Colleges and Universities--larger programs,0.25,25862,44897,0.806,20414,1030,8622,4276,0.07,0.395,0.878,0.402,191979572,406.85,904.34,8880660,36867672,52
Haskell Indian Nations University,Tribal Colleges,0.238,742,61002,0.972,729,1012,5701,3808,0,0.699,1,1,232295616,707.3879999999999,1012,5769412,21709408,157
East Stroudsburg University of Pennsylvania,Masters Colleges and Universities--larger programs,0.207,6186,67104,0.888,5774,946,5198,2435,0.35,0.303,0.713,0.807,163398240,286.638,674.4979999999999,4917308,12657130,411
Elizabeth City State University,Baccalaureate Colleges--Diverse Fields,0.149,2336,106968,0.919,2727,849,7303,1815,0.21,0.703,0.725,0.972,194146920,596.847,615.525,6200247,13254945,333
California University of Pennsylvania,Masters Colleges and Universities--larger programs,0.219,6450,43906,0.876,6140,964,5741,2302,0.31,0.38,0.798,0.657,101071612,366.32,769.272,5534324,13215782,408
University of Cincinnati-Clermont College,Associates--Public 2-year colleges under 4-year universities,0.169,3446,47521,0.604,2722,1012,4634,525,0,0.439,1,0.249,24948525,444.26800000000003,1012,4689608,2432850,358
Brevard Community College,Associates--Public Rural-serving Large,0.251,16711,21975,0.355,12053,1012,3732,1337,0,0.366,1,0.288,29380575,370.392,1012,3776784,4989684,72
Albany State University,Masters Colleges and Universities--medium programs,0.147,3660,73692,0.825,3331,887,5368,485,0.16,0.723,0.697,0.641,35740620,641.3009999999999,618.2389999999999,4761416,2603480,104
University of Wisconsin at Superior,Masters Colleges and Universities--smaller programs,0.205,2527,79836,0.799,2203,1010,5226,5303,0.13,0.418,0.657,0.788,423370308,422.18,663.57,5278260,27713478,562
University of New Hampshire at Manchester,Baccalaureate Colleges--Arts & Sciences,0.252,833,59771,0.719,760,1012,10936,1799,0.29,0.247,0.667,0.275,107528029,249.964,675.004,11067232,19673864,271
North Carolina State University,Research Universities--very high research activity,0.226,24536,75285,0.875,24073,1229,9025,25201,0.41,0.225,0.926,0.861,1897257285,276.52500000000003,1138.054,11091725,227439025,341
Slippery Rock University of Pennsylvania,Masters Colleges and Universities--larger programs,0.214,7595,55944,0.929,7916,1002,5520,2334,0.39,0.322,0.824,0.861,130573296,322.644,825.6479999999999,5531040,12883680,443
Chadron State College,Baccalaureate Colleges--Diverse Fields,0.175,2432,55713,0.729,1984,1012,5296,7436,0.16,0.334,0.673,0.591,414281868,338.00800000000004,681.076,5359552,39381056,261
University of California at Irvine,Research Universities--very high research activity,0.265,23530,107625,0.983,23595,1122,16066,8945,0.67,0.432,0.918,0.774,962705625,484.704,1029.996,18026052,143710370,42
Mesa State College,Baccalaureate Colleges--Arts & Sciences,0.141,9576,56882,0.759,7618,972,2685,2499,0.13,0.402,0.653,0.45,142148118,390.744,634.716,2609820,6709815,61
Keene State College,Masters Colleges and Universities--smaller programs,0.228,4799,62502,0.946,5010,975,6266,4033,0.51,0.239,0.764,0.498,252070566,233.02499999999998,744.9,6109350,25270778,270
Rutgers University at Newark,Research Universities--high research activity,0.217,7217,0,0.807,7292,1059,9830,13352,0.32,0.464,0.742,0.583,0,491.37600000000003,785.778,10409970,131250160,281
New Jersey Institute of Technology,Research Universities--high research activity,0.149,7317,82636,0.78,8038,1142,11615,7963,0.23,0.39,0.86,0.652,658030468,445.38,982.12,13264330,92490245,278
Worcester State College,Masters Colleges and Universities--medium programs,0.189,5556,45447,0.741,4686,1016,4441,2073,0.34,0.271,0.803,0.496,94211631,275.336,815.8480000000001,4512056,9206193,211
University of Michigan at Flint,Masters Colleges and Universities--larger programs,0.184,7143,56291,0.629,5610,993,6891,11913,0.09,0.452,0.799,0.533,670594683,448.836,793.407,6842763,82092483,220
University of Central Missouri,Masters Colleges and Universities--larger programs,0.215,9974,47923,0.831,8560,990,5339,3423,0.3,0.381,0.688,0.84,164040429,377.19,681.1199999999999,5285610,18275397,244
Minnesota State University Moorhead,Masters Colleges and Universities--medium programs,0.218,6163,52373,0.829,5740,1049,4375,1655,0.21,0.331,0.677,0.616,86677315,347.219,710.173,4589375,7240625,233
Pennsylvania College of Technology,Baccalaureate/Associates Colleges,0.284,5678,80605,0.841,5291,1012,5559,1670,0.27,0.402,0.703,0.614,134610350,406.824,711.4359999999999,5625708,9283530,569
Clayton State University,Baccalaureate Colleges--Diverse Fields,0.204,6893,49540,0.571,5585,939,4633,686,0.08,0.578,0.727,0.73,33984440,542.742,682.653,4350387,3178238,108
Vincennes University,Associates--Public 4-year Primarily Associates,0.16,18383,37427,0.329,9876,1012,10031,3380,0.25,0.222,0.52,0.162,126503260,224.66400000000002,526.24,10151372,33904780,152
Pennsylvania State University-Schuylkill,Baccalaureate Colleges--Diverse Fields,0.096,837,0,0.786,774,850,6290,10441,0.24,0.528,0.708,0.519,0,448.8,601.8,5346500,65673890,436
Pennsylvania State University-Erie,Masters Colleges and Universities--smaller programs,0.202,3943,0,0.934,3962,1052,4977,9991,0.45,0.316,0.832,0.79,0,332.432,875.264,5235804,49725207,419
Northern Illinois University,Research Universities--high research activity,0.256,15814,66633,0.874,14566,1010,7741,3355,0.26,0.43,0.665,0.791,223553715,434.3,671.6500000000001,7818410,25971055,134
Winston-Salem State University,Masters Colleges and Universities--medium programs,0.242,4938,60933,0.874,5048,889,6634,3898,0.17,0.572,0.75,0.781,237516834,508.508,666.75,5897626,25859332,344
University of Alabama at Huntsville,Research Universities--very high research activity,0.209,5696,64418,0.744,5000,1180,6647,11502,0.16,0.328,0.81,0.655,740935836,387.04,955.8000000000001,7843460,76453794,3
Texas A&M University at Kingsville,Doctoral/Research Universities,0.216,9430,44842,0.68,7471,895,6888,2018,0.17,0.543,0.637,0.643,90491156,485.985,570.115,6164760,13899984,493
Tarleton State University,Masters Colleges and Universities--larger programs,0.243,11348,36585,0.691,7988,984,5525,3803,0.21,0.411,0.683,0.523,139132755,404.424,672.072,5436600,21011575,492
California State University-Stanislaus,Masters Colleges and Universities--larger programs,0.246,7754,54098,0.844,6243,917,9087,1455,0.18,0.577,0.872,0.563,78712590,529.1089999999999,799.624,8332779,13221585,29
Florida A&M University,Doctoral/Research Universities,0.141,8930,80971,0.9,9654,947,7165,6827,0.11,0.644,0.815,0.802,552789017,609.868,771.805,6785255,48915455,79
Lander University,Baccalaureate Colleges--Diverse Fields,0.159,2792,58733,0.926,2798,945,7816,4753,0.32,0.491,0.614,0.554,279157949,463.995,580.23,7386120,37149448,451
University of Southern Maine,Masters Colleges and Universities--larger programs,0.242,7098,60163,0.603,5407,1003,5337,4567,0.09,0.364,0.67,0.472,274764421,365.092,672.01,5353011,24374079,188
University of the District of Columbia,Masters Colleges and Universities--smaller programs,0.165,4712,151215,0.421,3454,1012,4636,9456,0.05,0.492,0.583,0.451,1429889040,497.904,589.996,4691632,43838016,71
San Diego State University,Research Universities--high research activity,0.256,27099,47319,0.887,24201,1090,9645,5770,0.32,0.396,0.878,0.541,273030630,431.64000000000004,957.02,10513050,55651650,50
Valley City State University,Baccalaureate Colleges--Diverse Fields,0.216,1211,63240,0.627,974,967,4969,4742,0.22,0.264,0.644,0.563,299884080,255.288,622.748,4805023,23562998,353
Northeastern State University,Masters Colleges and Universities--larger programs,0.223,7418,43665,0.712,6192,970,6682,1715,0.11,0.493,0.681,0.528,74885475,478.21,660.57,6481540,11459630,391
Western State College of Colorado,Baccalaureate Colleges--Arts & Sciences,0.199,2193,67866,0.852,1865,1005,5929,3808,0.22,0.314,0.684,0.725,258433728,315.57,687.4200000000001,5958645,22577632,65
Kutztown University of Pennsylvania,Masters Colleges and Universities--larger programs,0.203,8815,66584,0.939,8647,959,5469,2066,0.34,0.316,0.729,0.909,137562544,303.044,699.111,5244771,11298954,414
Indiana University of Pennsylvania,Doctoral/Research Universities,0.184,12668,58689,0.943,12933,973,5529,2713,0.31,0.362,0.734,0.65,159223257,352.226,714.182,5379717,15000177,413
University of Wisconsin at La Crosse,Masters Colleges and Universities--larger programs,0.187,9702,51096,0.947,9255,1130,4494,1919,0.35,0.226,0.866,0.854,98053224,255.38,978.58,5078220,8623986,558
Youngstown State University,Masters Colleges and Universities--larger programs,0.149,12138,66941,0.777,10770,1012,5764,18487,0.08,0.512,0.693,0.401,1237538267,518.144,701.3159999999999,5833168,106559068,386
California State University-Channel Islands,Masters Colleges and Universities--smaller programs,0.286,4963,76167,0.863,4086,954,8718,1610,0.2,0.396,0.781,0.474,122628870,377.784,745.0740000000001,8316972,14035980,578
Edinboro University of Pennsylvania,Masters Colleges and Universities--larger programs,0.181,5864,61189,0.907,5676,930,6181,2675,0.23,0.456,0.723,0.859,163680575,424.08000000000004,672.39,5748330,16534175,412
California State University at Chico,Masters Colleges and Universities--larger programs,0.252,15290,47231,0.929,14249,1014,9124,2401,0.16,0.389,0.866,0.528,113401631,394.446,878.124,9251736,21906724,32
South Texas College,Associates--Public 4-year Primarily Associates,0.147,31232,30014,0.331,19701,1012,3991,17,0,0.423,0.857,0.554,510238,428.07599999999996,867.284,4038892,67847,574
West Liberty University,Baccalaureate Colleges--Diverse Fields,0.178,2660,47454,0.827,2574,984,7020,3871,0.22,0.4,0.677,0.615,183694434,393.6,666.168,6907680,27174420,552
Louisiana State University at Alexandria,Baccalaureate Colleges--Arts & Sciences,0.173,2211,62725,0.569,1696,950,4571,8162,0.07,0.409,0.536,0.625,511961450,388.54999999999995,509.20000000000005,4342450,37308502,170
"Pennsylvania State University, Wilkes-Barre",Baccalaureate Colleges--Diverse Fields,0.125,606,0,0.856,591,995,5019,9223,0.3,0.335,0.812,0.648,0,333.32500000000005,807.94,4993905,46290237,422
"State College of Florida, Manatee-Sarasota",Associates--Public Urban-serving Multicampus,0.202,10533,30474,0.416,8012,1012,4066,1487,0,0.463,1,0.257,45314838,468.55600000000004,1012,4114792,6046142,88
Western New Mexico University,Masters Colleges and Universities--medium programs,0.168,2849,54044,0.53,2002,1012,2895,5247,0.12,0.467,0.548,0.435,283568868,472.60400000000004,554.576,2929740,15190065,292
Southeastern Oklahoma State University,Masters Colleges and Universities--medium programs,0.197,3498,42141,0.763,3094,1012,6830,5805,0.13,0.478,0.574,0.555,244628505,483.736,580.8879999999999,6911960,39648150,399
West Virginia State University,Baccalaureate Colleges--Arts & Sciences,0.178,2622,72032,0.72,2089,942,6123,1942,0.03,0.461,0.518,0.636,139886144,434.262,487.956,5767866,11890866,551
Western Michigan University,Research Universities--high research activity,0.215,19198,61374,0.827,17592,1030,6217,12566,0.24,0.397,0.737,0.609,771225684,408.91,759.11,6403510,78122822,226
Virginia Tech,Research Universities--very high research activity,0.231,24034,63119,0.978,25061,1220,8540,20679,0.6,0.173,0.912,0.832,1305237801,211.05999999999997,1112.64,10418800,176598660,525
Miami University at Hamilton,Associates--Public 4-year Primarily Associates,0.068,3621,102456,0.696,2906,1012,4337,3808,0.07,0.474,0.648,0.376,390152448,479.688,655.7760000000001,4389044,16515296,369
Fashion Institute of Technology,Masters Colleges and Universities--smaller programs,0.375,9566,52850,0.759,8896,1012,5115,3499,0,0.238,0.884,0.254,184922150,240.856,894.6080000000001,5176380,17897385,304
George Mason University,Research Universities--high research activity,0.241,21990,54211,0.785,19480,1155,6609,2229,0.43,0.268,0.873,0.56,120836319,309.54,1008.315,7633395,14731461,517
California State University at Bakersfield,Masters Colleges and Universities--larger programs,0.217,7350,52362,0.887,6915,901,11089,2668,0.15,0.584,0.744,0.651,139701816,526.184,670.344,9991189,29585452,28
